,two_year_recid,race,sex,age,c_charge_degree,priors_count,length_of_stay
2731,1,1,1,1,1,2,-0.31793589499112507
2732,0,1,1,2,0,1,0.8157947556680902
2733,0,1,1,1,1,0,-0.3596924790668293
2734,0,0,1,1,0,2,-0.36126819922062947
2735,0,0,1,1,1,2,-0.3210873352987254
2736,1,0,0,1,0,0,-0.33842025699052714
2737,1,1,1,0,1,0,-0.24860420822391796
2738,1,1,0,1,1,1,0.24380833983863212
2739,0,1,1,0,0,0,-0.36599535968202995
2740,1,0,1,0,0,0,-0.356541038759229
2741,1,0,1,0,0,1,1.9668583280191074
2742,1,0,1,1,0,0,-0.3596924790668293
2743,0,1,1,2,1,2,0.3667145118350446
2744,0,0,1,1,0,1,-0.33526881668292685
2745,0,1,0,1,0,0,-0.3628439193744296
2746,0,1,1,2,1,0,-0.3549653186054288
2747,1,1,1,2,1,2,-0.16824248038010983
2748,1,0,1,1,1,1,-0.35811675891302913
2749,0,0,1,1,0,0,-0.37623754068173093
2750,0,0,1,0,0,1,0.3675023719119447
2751,1,1,0,1,1,1,0.13350792907262088
2752,0,0,0,1,1,0,-0.36599535968202995
2753,0,0,1,1,1,2,-0.28642149191512184
2754,1,0,1,1,1,2,-0.3722982402972306
2755,0,0,1,1,0,2,-0.36126819922062947
2756,1,0,0,0,1,1,7.829325160232603
2757,0,1,0,1,1,1,-0.35811675891302913
2758,1,0,1,1,0,0,-0.33526881668292685
2759,1,1,1,1,1,2,0.9457916683566034
2760,0,0,1,0,1,1,-0.357328898836129
2761,1,0,1,0,1,0,-0.24387704776251748
2762,0,1,0,1,1,1,-0.3604803391437294
2763,0,0,1,2,0,1,-0.3518138782978285
2764,0,1,1,2,1,1,3.2384644921358365
2765,1,0,1,1,1,1,4.276076213413242
2766,0,0,1,0,0,0,-0.3557531786823289
2767,0,1,1,2,1,0,-0.33763239691362706
2768,0,0,1,1,1,2,-0.14066737768860701
2769,1,0,0,0,1,1,1.8187406335618923
2770,1,0,1,1,1,2,-0.33842025699052714
2771,0,0,0,1,0,1,-0.35890461898992926
2772,0,0,1,1,0,2,-0.36126819922062947
2773,1,0,1,0,1,1,-0.347086717836428
2774,1,1,1,1,1,2,0.794522533591788
2775,0,0,1,1,0,1,-0.3392081170674272
2776,0,1,1,1,0,0,-0.35890461898992926
2777,0,0,1,1,1,0,-0.34235955737502755
2778,1,0,1,0,1,1,-0.07448713122900029
2779,0,1,1,2,1,1,-0.021700506076694895
2780,1,0,0,1,1,0,0.1768402333021253
2781,0,1,1,1,1,2,3.2928268374419423
2782,0,0,0,1,1,1,-0.33763239691362706
2783,1,1,1,1,1,2,1.549292487262065
2784,1,0,1,1,0,2,1.1994826131184293
2785,1,0,1,0,1,1,-0.3045422736838237
2786,1,1,0,1,0,1,-0.35811675891302913
2787,1,1,1,2,0,2,-0.0035797243079930727
2788,1,0,0,0,1,1,-0.3021786934531234
2789,1,0,1,2,0,1,-0.36126819922062947
2790,0,1,0,2,0,1,-0.3195116151449252
2791,1,0,1,0,1,1,-0.33999597714432733
2792,1,0,0,1,1,1,-0.3738739604510307
2793,0,0,1,2,0,0,-0.33999597714432733
2794,1,0,1,1,0,2,-0.3596924790668293
2795,0,0,1,1,1,1,-0.356541038759229
2796,1,1,0,1,1,1,0.024783238460409814
2797,0,0,1,2,1,2,-0.357328898836129
2798,1,0,1,1,0,2,-0.26830071014642
2799,0,1,1,1,1,0,-0.36363177945132974
2800,0,1,1,1,1,1,-0.3526017383747285
2801,0,1,0,1,1,1,-0.34551099768262783
2802,1,0,0,0,1,2,-0.2675128500695199
2803,1,1,0,1,1,0,-0.3738739604510307
2804,0,1,0,1,1,2,-0.3738739604510307
2805,1,0,1,1,1,2,0.30289784560613814
2806,1,0,1,0,1,1,-0.34078383722122735
2807,0,0,1,2,0,0,-0.35811675891302913
2808,1,0,1,1,1,2,0.5644673911369646
2809,0,0,1,1,1,1,-0.3730861003741307
2810,1,0,1,0,1,1,-0.35811675891302913
2811,1,0,0,0,1,0,0.2469597801462324
2812,1,1,0,1,1,0,-0.33369309652912665
2813,0,0,1,0,1,0,-0.3541774585285288
2814,0,0,1,1,0,0,-0.356541038759229
2815,0,1,1,1,1,0,-0.3620560592975295
2816,0,0,1,0,1,1,0.2650805619149343
2817,0,1,1,1,1,2,-0.2454527679163177
2818,0,1,1,2,1,1,-0.05321490915269812
2819,1,0,1,0,1,0,-0.2801186112999212
2820,1,0,1,0,1,2,0.911125824973
2821,0,1,1,0,1,0,-0.36599535968202995
2822,0,1,1,1,1,1,-0.3557531786823289
2823,0,0,1,2,1,2,-0.35890461898992926
2824,0,0,0,0,1,1,-0.3518138782978285
2825,1,0,1,1,1,1,-0.3021786934531234
2826,1,0,1,0,1,1,-0.3738739604510307
2827,0,0,1,2,1,0,3.7474221018132883
2828,1,1,1,0,1,1,-0.24151346753181724
2829,0,0,1,1,0,1,-0.33526881668292685
2830,0,1,0,1,0,0,0.1886581344556265
2831,0,0,1,1,0,1,-0.33763239691362706
2832,0,0,1,1,0,0,-0.33605667675982687
2833,0,1,1,2,1,1,-0.3447231376057278
2834,0,0,1,1,1,2,-0.36126819922062947
2835,1,1,1,1,1,2,-0.3722982402972306
2836,0,1,0,1,1,0,-0.3392081170674272
2837,0,0,1,1,1,1,0.528225827599561
2838,1,1,1,0,1,1,-0.3754496806048309
2839,1,1,1,0,1,1,0.547134469445163
2840,0,0,1,1,1,1,0.7968861138224883
2841,1,0,0,0,0,1,0.2839892037605362
2842,1,0,1,1,1,2,0.3005342653754379
2843,0,0,0,1,0,0,-0.36599535968202995
2844,1,1,1,1,0,1,1.3791147106516477
2845,0,0,0,0,1,1,-0.35338959845162865
2846,1,1,1,1,1,2,0.17368879299452497
2847,0,1,1,2,0,0,-0.35890461898992926
2848,1,0,1,0,1,2,3.026530131449715
2849,0,0,1,1,1,2,-0.03588198746089634
2850,1,0,1,2,1,2,0.27926204329913573
2851,0,1,1,0,1,0,-0.35890461898992926
2852,0,0,1,1,0,2,-0.357328898836129
2853,1,0,1,2,1,2,3.6379095511241775
2854,1,0,1,2,0,0,0.194173154993927
2855,0,1,1,1,0,1,0.4218647172180502
2856,0,0,1,1,1,0,-0.33605667675982687
2857,1,1,1,1,1,0,-0.3738739604510307
2858,1,0,1,1,1,2,3.8797825947325015
2859,0,0,0,1,1,0,-0.3439352775288277
2860,0,1,0,1,1,1,1.225481995656132
2861,1,0,1,1,1,1,2.1236424833222234
2862,1,0,0,1,1,2,-0.09891079361290275
2863,1,0,1,0,1,1,0.45653056060165376
2864,0,0,1,1,1,2,-0.36599535968202995
2865,1,0,1,1,0,2,-0.36441963952822976
2866,0,0,1,2,1,2,1.3476003075756444
2867,0,0,1,1,1,2,0.34544228975874247
2868,1,0,1,1,1,2,-0.3604803391437294
2869,0,1,0,1,0,1,-0.3738739604510307
2870,1,0,1,1,1,2,-0.34078383722122735
2871,1,1,1,1,1,2,-0.356541038759229
2872,1,1,1,1,0,2,-0.3730861003741307
2873,1,1,1,0,0,1,-0.17612108114911063
2874,0,1,1,1,1,0,-0.33842025699052714
2875,0,1,0,1,0,0,-0.3596924790668293
2876,1,0,1,1,0,0,-0.34078383722122735
2877,0,1,1,2,1,1,-0.3163601748373249
2878,1,1,0,1,0,1,-0.33369309652912665
2879,0,0,1,1,1,2,-0.3242387756063257
2880,0,0,1,1,1,0,-0.3526017383747285
2881,0,1,1,1,1,1,-0.017761205692194516
2882,1,0,1,2,1,2,0.931610186972402
2883,1,1,1,2,0,0,-0.3021786934531234
2884,1,0,1,1,1,1,-0.36126819922062947
2885,0,1,1,2,0,1,-0.3596924790668293
2886,1,0,1,1,1,2,5.693436491756486
2887,0,1,1,2,1,1,0.390350314142047
2888,1,1,1,1,0,0,-0.03824556769159657
2889,1,0,1,1,1,2,-0.17218178076461021
2890,0,1,1,1,1,1,-0.3549653186054288
2891,1,1,0,1,0,2,-0.26042210937741916
2892,0,0,1,1,0,0,-0.36363177945132974
2893,0,1,1,1,1,0,-0.3195116151449252
2894,0,1,0,2,0,1,-0.3738739604510307
2895,1,1,1,1,1,2,-0.040609147922296814
2896,1,0,1,0,1,2,-0.356541038759229
2897,1,0,0,1,0,0,-0.36678321975892997
2898,0,1,0,1,1,1,0.30132212545233794
2899,0,0,1,1,1,2,-0.36993466006653036
2900,0,1,1,1,1,2,-0.3596924790668293
2901,1,0,0,1,1,1,-0.34078383722122735
2902,0,0,1,1,1,0,-0.3596924790668293
2903,0,1,0,1,0,0,-0.36599535968202995
2904,1,0,1,1,1,2,0.32338220760554015
2905,1,0,1,0,1,0,-0.37072252014343043
2906,0,1,0,1,0,1,0.16817377245622436
2907,0,1,1,1,1,0,2.020432813248313
2908,0,0,0,1,1,1,-0.3746618205279308
2909,0,1,0,2,1,2,-0.2241805458400155
2910,0,1,1,1,1,1,-0.3218751953756254
2911,0,0,1,1,1,1,-0.13121305676580605
2912,1,0,1,1,1,2,-0.3722982402972306
2913,1,1,1,0,1,2,-0.3518138782978285
2914,1,0,1,1,1,2,-0.3652074996051299
2915,1,1,1,2,0,2,-0.3746618205279308
2916,0,1,0,0,0,0,-0.36126819922062947
2917,1,1,1,2,1,2,-0.33842025699052714
2918,1,0,1,1,1,2,4.195714485569434
2919,1,0,1,1,0,2,-0.33763239691362706
2920,1,0,1,1,1,2,0.07993344384341544
2921,0,0,1,0,1,0,-0.357328898836129
2922,0,1,0,2,0,0,-0.3754496806048309
2923,1,1,1,1,1,1,-0.18636326214881166
2924,0,1,1,0,1,1,-0.20763548422511383
2925,0,1,1,1,0,1,-0.22654412607071578
2926,1,1,1,1,0,0,-0.36599535968202995
2927,1,0,1,1,1,2,2.910714700145403
2928,0,1,0,2,0,0,-0.35811675891302913
2929,1,1,1,1,0,2,-0.33999597714432733
2930,0,0,0,0,0,0,-0.356541038759229
2931,1,1,0,1,1,2,-0.36678321975892997
2932,0,0,1,2,1,2,0.5526494899834634
2933,1,1,1,2,1,1,-0.28405791168442157
2934,0,0,1,1,1,2,-0.3006029732993233
2935,1,0,1,1,0,1,-0.356541038759229
2936,0,0,1,0,1,1,-0.36363177945132974
2937,0,0,1,2,1,2,-0.28169433145372136
2938,1,0,1,0,0,1,1.115181584890121
2939,0,1,1,2,0,1,-0.3549653186054288
2940,1,0,1,0,1,1,-0.3730861003741307
2941,1,1,0,2,0,1,-0.3439352775288277
2942,0,0,1,1,1,2,0.1886581344556265
2943,0,0,0,1,1,1,-0.36126819922062947
2944,1,1,1,0,0,2,0.24774764022313245
2945,1,0,0,1,1,2,-0.3021786934531234
2946,1,1,1,1,1,2,0.9473673885104038
2947,1,1,0,1,0,0,-0.3549653186054288
2948,1,0,1,1,1,0,-0.3549653186054288
2949,0,1,0,1,0,0,-0.3557531786823289
2950,0,0,1,2,1,1,-0.33763239691362706
2951,1,0,0,1,1,1,0.21308179683952894
2952,1,0,1,1,0,2,-0.3596924790668293
2953,0,1,1,1,0,0,-0.3447231376057278
2954,0,0,1,1,1,1,-0.3596924790668293
2955,0,1,1,2,0,0,-0.36599535968202995
2956,0,0,1,1,1,1,0.13429578914952098
2957,1,0,1,0,1,1,-0.3557531786823289
2958,1,0,1,2,1,2,0.9347616272800024
2959,0,1,1,1,0,0,0.6889492832871774
2960,1,0,1,1,1,2,-0.3620560592975295
2961,0,1,1,2,1,1,-0.3549653186054288
2962,0,0,1,1,0,1,-0.357328898836129
2963,0,0,1,1,1,1,0.39586533468034757
2964,0,1,1,1,0,0,-0.3604803391437294
2965,0,1,1,1,1,0,-0.35890461898992926
2966,1,1,0,1,0,0,-0.3604803391437294
2967,0,0,1,2,1,2,-0.12727375638130564
2968,0,0,1,2,0,2,-0.3604803391437294
2969,0,0,0,1,0,1,-0.3620560592975295
2970,0,0,1,1,1,1,-0.3620560592975295
2971,0,1,1,2,1,1,-0.36363177945132974
2972,1,0,0,1,0,2,-0.34235955737502755
2973,1,1,1,1,1,1,-0.3549653186054288
2974,0,0,1,1,1,0,-0.3596924790668293
2975,0,1,1,2,0,0,-0.3526017383747285
2976,1,1,1,1,0,1,-0.297451532991723
2977,1,0,0,1,1,1,-0.3628439193744296
2978,0,1,0,1,0,0,-0.35890461898992926
2979,0,0,1,1,0,2,-0.22890770630141602
2980,1,1,1,2,1,2,-0.3344809566060267
2981,1,0,1,0,1,2,3.685969015815082
2982,1,1,1,1,1,0,-0.3628439193744296
2983,1,0,1,1,1,2,6.219727023125739
2984,0,0,1,1,0,2,0.5093171857539591
2985,1,0,1,1,0,2,-0.3604803391437294
2986,1,0,1,0,1,1,-0.26042210937741916
2987,0,0,1,2,1,2,-0.3557531786823289
2988,1,0,1,1,1,0,0.2642927018380341
2989,1,1,1,1,0,0,0.1878702743787264
2990,1,0,1,1,1,1,-0.36126819922062947
2991,1,1,1,1,0,0,-0.33526881668292685
2992,0,0,1,0,1,0,-0.33842025699052714
2993,1,1,1,0,1,1,-0.35811675891302913
2994,0,1,1,1,0,1,-0.37151038022033045
2995,0,0,0,1,0,0,-0.3596924790668293
2996,1,0,1,0,1,2,0.5896789135977673
2997,0,1,1,1,1,0,0.3225943475286401
2998,1,0,1,0,0,1,-0.35338959845162865
2999,1,0,1,1,1,2,-0.3746618205279308
3000,0,1,1,1,1,1,0.43053117806395114
3001,0,0,1,0,1,1,-0.36363177945132974
3002,0,1,1,2,1,1,-0.356541038759229
3003,0,1,1,2,1,1,-0.3392081170674272
3004,1,0,1,0,0,1,-0.35890461898992926
3005,0,1,0,1,0,0,-0.356541038759229
3006,1,1,1,1,0,0,-0.3754496806048309
3007,1,0,1,1,1,2,-0.36363177945132974
3008,0,0,1,1,1,1,-0.36914679998963024
3009,0,0,1,1,0,0,-0.35890461898992926
3010,1,1,0,1,0,1,-0.36126819922062947
3011,1,1,1,1,1,2,-0.357328898836129
3012,0,0,0,2,1,1,-0.3596924790668293
3013,1,0,1,1,1,0,-0.3604803391437294
3014,0,0,1,1,0,0,-0.357328898836129
3015,1,0,1,1,1,2,3.024954411295915
3016,0,0,1,0,1,1,-0.3746618205279308
3017,0,1,1,1,0,0,-0.3604803391437294
3018,1,1,0,1,1,1,-0.3549653186054288
3019,1,0,1,2,1,2,4.216198847568836
3020,1,0,1,1,1,2,-0.3392081170674272
3021,0,1,1,1,1,1,-0.36363177945132974
3022,0,1,1,2,1,1,1.4594764384954557
3023,1,0,1,1,1,2,-0.3596924790668293
3024,1,0,1,0,0,0,-0.3620560592975295
3025,0,0,1,1,1,2,4.1445035805709285
3026,0,0,1,1,1,0,-0.3620560592975295
3027,0,0,1,1,1,0,-0.3738739604510307
3028,1,0,1,1,1,0,-0.3620560592975295
3029,1,1,0,1,1,1,-0.20999906445581407
3030,1,1,1,2,1,1,-0.33526881668292685
3031,0,1,1,2,0,0,-0.2958758128379228
3032,1,0,1,0,1,1,-0.34078383722122735
3033,1,0,0,2,1,1,-0.357328898836129
3034,1,0,1,1,0,0,-0.3628439193744296
3035,0,1,1,1,1,0,-0.3518138782978285
3036,1,0,0,0,1,0,-0.3604803391437294
3037,0,1,1,0,1,1,-0.3738739604510307
3038,0,1,1,1,1,2,-0.37623754068173093
3039,0,1,1,0,0,0,-0.35890461898992926
3040,0,0,1,1,1,0,-0.3557531786823289
3041,0,1,1,1,1,2,-0.2809064713768213
3042,1,0,1,0,1,2,-0.3549653186054288
3043,1,0,1,1,1,2,-0.3596924790668293
3044,1,1,1,2,1,2,7.657571663468386
3045,0,0,0,1,0,1,-0.3549653186054288
3046,0,0,1,1,1,2,-0.35811675891302913
3047,1,1,1,1,0,1,-0.35890461898992926
3048,0,0,1,1,1,1,-0.37151038022033045
3049,1,1,1,0,1,0,-0.3604803391437294
3050,1,0,1,1,0,2,-0.3447231376057278
3051,1,0,1,1,0,1,-0.3021786934531234
3052,1,0,1,1,0,1,-0.2509677884546182
3053,1,1,1,2,0,2,-0.34551099768262783
3054,0,1,1,1,1,1,-0.30533013376072377
3055,0,0,1,2,0,0,-0.3738739604510307
3056,0,1,1,2,1,0,-0.3344809566060267
3057,1,1,0,1,1,0,0.21308179683952894
3058,0,1,0,1,1,1,-0.19109042261021214
3059,1,1,1,1,1,2,0.3359879688359415
3060,1,0,1,1,1,1,0.5164079264460598
3061,1,0,1,1,1,0,-0.3738739604510307
3062,1,0,1,0,1,1,-0.3415716972981275
3063,1,0,1,1,0,0,-0.3722982402972306
3064,1,0,1,1,0,2,-0.20684762414821375
3065,0,1,1,1,1,1,-0.3620560592975295
3066,1,1,1,1,1,1,-0.3202994752218253
3067,0,1,1,1,0,1,-0.3439352775288277
3068,1,0,1,0,1,1,-0.0902443327670019
3069,0,1,1,2,0,0,-0.36126819922062947
3070,1,1,1,0,1,1,-0.36678321975892997
3071,0,0,0,0,1,1,-0.3596924790668293
3072,1,1,0,0,0,2,1.9936455706337102
3073,1,0,0,1,1,2,1.6643200584894766
3074,1,1,1,2,1,2,0.7307058673628816
3075,1,1,1,1,0,0,-0.3604803391437294
3076,0,1,1,1,1,1,-0.35811675891302913
3077,0,1,1,2,1,1,-0.12963733661200588
3078,1,1,1,2,0,2,-0.026427666538095373
3079,0,0,1,0,1,1,-0.35338959845162865
3080,0,1,1,2,1,1,-0.34078383722122735
3081,1,0,1,0,1,1,0.4155618366028495
3082,0,0,1,1,1,2,0.282413483606736
3083,1,1,0,1,0,1,-0.25805852914671895
3084,1,0,1,1,1,0,-0.3266023558370259
3085,0,0,1,1,0,2,-0.35890461898992926
3086,0,1,1,2,0,0,-0.35890461898992926
3087,1,1,1,1,1,2,1.8778301393293984
3088,0,1,0,0,0,0,-0.36126819922062947
3089,0,1,0,1,0,0,-0.35890461898992926
3090,0,0,1,0,0,1,-0.36599535968202995
3091,0,1,1,2,0,1,-0.3541774585285288
3092,1,0,0,0,1,0,-0.34314741745192756
3093,0,1,1,1,1,2,-0.3604803391437294
3094,1,0,1,1,1,2,-0.28248219153062143
3095,0,1,1,0,1,1,-0.36441963952822976
3096,1,0,0,0,1,0,-0.3344809566060267
3097,0,0,0,1,0,0,-0.36363177945132974
3098,0,1,1,1,1,2,0.9292466067417018
3099,0,0,0,1,1,2,-0.3163601748373249
3100,0,0,1,1,0,2,-0.2809064713768213
3101,0,1,1,2,0,0,-0.3549653186054288
3102,0,1,1,0,1,1,4.100383416264524
3103,0,1,1,1,1,1,0.05708550161331308
3104,1,1,1,1,1,2,4.390315924563754
3105,1,1,1,1,1,2,-0.3242387756063257
3106,1,1,1,1,0,1,-0.15484885907280846
3107,1,1,1,2,1,2,-0.3541774585285288
3108,0,0,1,1,1,1,-0.35811675891302913
3109,1,0,1,1,1,1,0.1587194515334234
3110,1,0,1,0,1,0,-0.18793898230261183
3111,0,0,1,2,1,2,2.9343505024524057
3112,0,0,1,0,0,0,-0.31714803491422494
3113,1,1,1,0,1,1,-0.09103219284390197
3114,1,0,1,1,0,0,-0.34551099768262783
3115,0,1,1,2,1,1,-0.35890461898992926
3116,1,1,1,1,0,2,1.1892404321187282
3117,0,1,1,2,1,1,-0.11151655484330407
3118,1,0,1,0,1,1,-0.33999597714432733
3119,0,0,1,2,1,2,-0.36363177945132974
3120,0,1,1,2,1,1,-0.28248219153062143
3121,0,0,1,1,1,2,-0.3746618205279308
3122,0,0,1,0,0,1,-0.35890461898992926
3123,1,0,0,0,1,0,-0.3596924790668293
3124,1,1,1,1,1,2,-0.3557531786823289
3125,0,1,1,2,1,2,-0.3549653186054288
3126,0,1,0,1,0,0,-0.3628439193744296
3127,0,0,1,2,1,2,-0.31714803491422494
3128,0,1,1,2,0,2,-0.3155723147604248
3129,1,0,1,1,0,2,-0.3596924790668293
3130,1,0,1,1,0,0,-0.3730861003741307
3131,0,0,1,1,1,2,-0.35890461898992926
3132,0,1,1,1,1,0,-0.3754496806048309
3133,1,0,1,1,1,2,-0.14618239822690757
3134,0,1,1,0,1,0,-0.24387704776251748
3135,0,1,0,1,1,0,-0.3604803391437294
3136,1,0,1,1,0,1,-0.3557531786823289
3137,0,1,0,1,0,1,-0.18793898230261183
3138,1,0,0,1,1,1,-0.34235955737502755
3139,0,0,1,1,1,0,-0.35811675891302913
3140,0,0,1,1,1,2,0.38247171337304614
3141,0,1,0,2,1,2,0.3210186273748399
3142,1,0,1,1,1,2,0.5841638930594667
3143,1,1,1,1,1,2,-0.36126819922062947
3144,1,0,1,1,0,2,-0.28799721206892204
3145,1,0,1,0,0,1,-0.3604803391437294
3146,1,1,1,1,1,1,-0.35890461898992926
3147,1,0,1,1,1,2,0.13508364922642102
3148,1,1,1,1,1,0,-0.35811675891302913
3149,0,1,1,1,0,0,-0.3604803391437294
3150,1,0,1,0,1,1,-0.356541038759229
3151,0,0,1,1,1,2,-0.3557531786823289
3152,0,0,1,1,1,2,-0.2895729322227222
3153,0,1,0,0,1,0,-0.3415716972981275
3154,1,0,1,1,1,0,-0.36678321975892997
3155,0,1,1,0,1,0,-0.3652074996051299
3156,0,1,0,0,1,0,-0.3722982402972306
3157,0,0,0,2,0,0,-0.3738739604510307
3158,1,0,1,1,0,0,-0.3738739604510307
3159,1,0,1,2,0,1,-0.35811675891302913
3160,0,1,0,1,1,1,-0.356541038759229
3161,1,0,1,1,1,1,-0.35890461898992926
3162,1,0,1,1,1,2,-0.35338959845162865
3163,0,1,0,2,1,2,0.002723156307207546
3164,0,1,0,0,1,1,-0.35890461898992926
3165,0,0,1,1,1,2,-0.36363177945132974
3166,0,0,1,1,0,0,-0.3392081170674272
3167,0,0,1,1,1,1,0.5424073089837624
3168,0,0,1,2,0,1,-0.3604803391437294
3169,0,0,1,1,1,2,0.7031307646713789
3170,1,0,1,1,0,2,-0.34078383722122735
3171,0,1,1,2,1,0,-0.35811675891302913
3172,0,0,1,1,1,0,-0.34629885775952796
3173,1,0,1,2,1,2,-0.3092694341452242
3174,0,0,1,1,0,0,-0.3620560592975295
3175,1,0,1,0,1,0,-0.3620560592975295
3176,0,0,0,1,0,0,-0.35338959845162865
3177,1,0,1,0,1,0,-0.36363177945132974
3178,0,1,1,1,1,0,0.6416776786731726
3179,0,0,1,1,0,0,-0.33526881668292685
3180,0,0,1,1,0,0,-0.3415716972981275
3181,0,1,1,1,0,2,-0.3620560592975295
3182,0,0,1,1,1,2,1.5902612112608692
3183,1,0,1,1,1,2,-0.3628439193744296
3184,0,0,1,1,1,2,0.39901677498794785
3185,0,1,0,1,1,1,-0.3415716972981275
3186,0,0,1,1,0,2,-0.25805852914671895
3187,0,0,0,1,1,1,-0.20763548422511383
3188,1,1,1,1,0,2,-0.26278568960811943
3189,1,1,1,0,0,1,-0.3557531786823289
3190,1,0,0,2,0,2,7.845870221847505
3191,1,1,1,0,1,2,0.2902920843757368
3192,1,0,1,1,0,2,-0.3604803391437294
3193,0,0,0,1,1,1,-0.3218751953756254
3194,1,1,1,1,1,1,-0.3620560592975295
3195,0,0,1,2,0,0,-0.357328898836129
3196,0,0,1,1,1,1,0.32653364791314055
3197,0,0,1,0,1,2,-0.3202994752218253
3198,0,1,1,1,0,2,-0.33842025699052714
3199,1,1,1,1,1,2,1.8699515385603975
3200,1,0,1,0,0,1,1.5177780841860617
3201,0,0,1,1,0,0,-0.3604803391437294
3202,0,1,0,0,0,1,-0.3604803391437294
3203,1,0,1,1,1,1,-0.22969556637831606
3204,0,1,0,2,1,1,0.10041780584281751
3205,0,0,0,1,1,1,0.13035648876502054
3206,0,1,1,1,1,2,-0.357328898836129
3207,0,0,1,1,0,1,-0.22890770630141602
3208,1,1,0,0,0,1,-0.36599535968202995
3209,1,0,1,0,1,1,-0.336844536836727
3210,0,1,1,2,1,1,-0.3738739604510307
3211,1,1,1,1,0,2,1.1096665643518202
3212,0,1,0,2,1,1,-0.3163601748373249
3213,0,0,1,1,0,1,-0.24308918768561746
3214,1,0,1,2,1,2,1.1529988685813248
3215,1,0,1,1,0,0,13.78633520167411
3216,1,0,1,0,1,1,-0.26672498999261984
3217,0,0,1,2,0,0,-0.3557531786823289
3218,0,1,0,1,1,1,-0.3604803391437294
3219,1,0,1,0,1,0,-0.36599535968202995
3220,0,1,1,1,0,1,0.15714373137962329
3221,1,1,0,1,0,0,-0.3596924790668293
3222,0,1,1,2,0,0,-0.36126819922062947
3223,1,1,1,1,0,2,-0.3754496806048309
3224,0,0,1,2,1,1,-0.2793307512230211
3225,0,0,1,2,1,1,-0.3202994752218253
3226,0,0,1,2,1,0,-0.35890461898992926
3227,0,1,1,1,0,1,0.03581327953701091
3228,0,1,0,2,0,0,0.18944599453252653
3229,0,1,1,1,1,2,0.9481552485873037
3230,1,0,1,1,0,2,0.6030725349050686
3231,0,1,1,1,1,1,-0.356541038759229
3232,1,1,1,1,1,1,-0.20290832376371334
3233,1,0,1,0,1,1,-0.3557531786823289
3234,1,0,1,1,0,2,0.057873361690213176
3235,0,1,1,1,0,1,-0.3518138782978285
3236,1,1,1,1,1,1,0.2650805619149343
3237,0,0,0,1,1,0,-0.34314741745192756
3238,0,0,1,1,0,1,-0.3541774585285288
3239,1,1,0,2,0,0,-0.22654412607071578
3240,0,0,0,1,1,0,-0.3652074996051299
3241,0,1,1,1,1,1,-0.3596924790668293
3242,0,0,1,1,0,0,-0.34235955737502755
3243,0,1,1,1,1,2,-0.3604803391437294
3244,0,0,1,0,1,0,-0.3447231376057278
3245,1,1,0,1,1,0,0.8102797351297896
3246,1,0,1,0,1,2,3.399975807900353
3247,0,1,1,1,0,0,-0.016973345615294413
3248,1,1,0,1,1,2,0.4124103962952492
3249,0,0,1,2,0,1,-0.09654721338220251
3250,0,0,0,1,0,0,-0.3526017383747285
3251,1,0,1,1,0,1,-0.3596924790668293
3252,0,1,0,1,1,2,0.09253920507381669
3253,0,0,0,0,0,0,-0.35890461898992926
3254,0,0,1,1,0,1,-0.34787457791332804
3255,1,0,1,1,1,1,-0.3604803391437294
3256,0,0,1,0,0,0,-0.3549653186054288
3257,1,0,1,1,1,2,-0.3746618205279308
3258,0,0,0,0,0,1,-0.35890461898992926
3259,1,0,1,1,1,2,-0.34078383722122735
3260,1,1,1,0,1,0,-0.356541038759229
3261,1,0,1,1,1,2,-0.3541774585285288
3262,1,1,1,1,1,2,-0.013821905307694136
3263,1,0,1,0,0,1,-0.2328470066859164
3264,1,0,1,1,1,2,-0.36441963952822976
3265,1,1,1,1,1,1,-0.3604803391437294
3266,1,1,1,2,0,1,-0.3596924790668293
3267,1,1,1,0,0,1,0.11617500738081908
3268,0,0,0,2,1,2,-0.36126819922062947
3269,0,1,0,1,0,1,-0.3746618205279308
3270,1,0,1,2,1,0,-0.3557531786823289
3271,0,0,1,1,0,0,-0.36441963952822976
3272,1,0,1,1,1,2,0.6653134809801751
3273,0,0,1,2,1,2,-0.22811984622451592
3274,1,0,1,1,0,1,-0.09339577307460221
3275,1,0,1,2,0,2,0.22805113830063048
3276,0,1,1,1,0,2,-0.2572706690698189
3277,0,0,1,0,1,0,-0.3037544136069236
3278,1,0,1,0,1,1,1.2499056580400345
3279,0,0,0,1,1,0,-0.3557531786823289
3280,0,0,1,2,0,0,-0.35890461898992926
3281,1,1,0,2,1,2,0.20599105614742821
3282,1,0,1,2,1,1,-0.33369309652912665
3283,0,1,1,1,1,0,-0.357328898836129
3284,0,0,1,0,1,1,0.2516869406076329
3285,1,0,1,2,1,2,-0.1658789001494096
3286,1,0,1,1,0,2,-0.3738739604510307
3287,1,0,1,1,1,2,-0.34314741745192756
3288,1,0,1,1,1,2,-0.3730861003741307
3289,1,0,1,1,1,2,0.47859064275485597
3290,1,0,1,1,0,2,-0.2131505047634144
3291,1,0,1,1,0,1,0.1878702743787264
3292,0,0,1,2,1,1,-0.3652074996051299
3293,1,1,1,1,1,1,-0.36126819922062947
3294,0,1,1,0,1,1,-0.3604803391437294
3295,0,0,1,1,1,1,-0.3738739604510307
3296,1,0,1,1,1,2,-0.3722982402972306
